"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"02/13/2018 05:25:00","H Q",61844,18.92,-0.57,0.00
"02/13/2018 05:25:00","HUD VL",61758,21.12,1.64,0.00
"02/13/2018 05:25:00","LONGIL",61762,21.98,2.49,0.00
"02/13/2018 05:25:00","MHK VL",61756,20.17,0.68,0.00
"02/13/2018 05:25:00","MILLWD",61759,21.20,1.72,0.00
"02/13/2018 05:25:00","N.Y.C.",61761,21.28,1.79,0.00
"02/13/2018 05:25:00","NORTH",61755,19.14,-0.35,0.00
"02/13/2018 05:25:00","NPX",61845,24.20,1.75,-2.96
"02/13/2018 05:25:00","O H",61846,19.23,-0.25,0.00
"02/13/2018 05:25:00","PJM",61847,20.19,0.70,0.00
"02/13/2018 05:25:00","WEST",61752,19.70,0.21,0.00
"02/13/2018 05:30:00","CAPITL",61757,21.23,1.66,0.00
"02/13/2018 05:30:00","CENTRL",61754,19.98,0.41,0.00
"02/13/2018 05:30:00","DUNWOD",61760,21.29,1.72,0.00
"02/13/2018 05:30:00","GENESE",61753,19.74,0.18,0.00
"02/13/2018 05:30:00","H Q",61844,19.00,-0.57,0.00
"02/13/2018 05:30:00","HUD VL",61758,21.25,1.68,0.00
"02/13/2018 05:30:00","LONGIL",61762,22.13,2.56,0.00
"02/13/2018 05:30:00","MHK VL",61756,20.27,0.70,0.00
"02/13/2018 05:30:00","MILLWD",61759,21.33,1.76,0.00
"02/13/2018 05:30:00","N.Y.C.",61761,21.43,1.86,0.00
"02/13/2018 05:30:00","NORTH",61755,19.20,-0.37,0.00
"02/13/2018 05:30:00","NPX",61845,24.31,1.78,-2.96
"02/13/2018 05:30:00","O H",61846,19.25,-0.31,0.00
"02/13/2018 05:30:00","PJM",61847,20.27,0.70,0.00
"02/13/2018 05:30:00","WEST",61752,19.72,0.16,0.00
"02/13/2018 05:35:00","CAPITL",61757,26.31,2.06,0.00
"02/13/2018 05:35:00","CENTRL",61754,24.81,0.56,0.00
"02/13/2018 05:35:00","DUNWOD",61760,26.41,2.16,0.00
"02/13/2018 05:35:00","GENESE",61753,24.50,0.24,0.00
"02/13/2018 05:35:00","H Q",61844,23.53,-0.73,0.00
"02/13/2018 05:35:00","HUD VL",61758,26.36,2.11,0.00
"02/13/2018 05:35:00","LONGIL",61762,27.43,3.18,0.00
"02/13/2018 05:35:00","MHK VL",61756,25.15,0.90,0.00
"02/13/2018 05:35:00","MILLWD",61759,26.48,2.23,0.00
"02/13/2018 05:35:00","N.Y.C.",61761,26.58,2.33,0.00
"02/13/2018 05:35:00","NORTH",61755,23.77,-0.48,0.00
"02/13/2018 05:35:00","NPX",61845,28.28,2.21,-1.82
"02/13/2018 05:35:00","O H",61846,23.94,-0.32,0.00
"02/13/2018 05:35:00","PJM",61847,25.22,0.97,0.00
"02/13/2018 05:35:00","WEST",61752,24.52,0.27,0.00
"02/13/2018 05:40:00","CAPITL",61757,31.54,2.55,0.00
"02/13/2018 05:40:00","CENTRL",61754,29.62,0.64,0.00
"02/13/2018 05:40:00","DUNWOD",61760,31.62,2.64,0.00
"02/13/2018 05:40:00","GENESE",61753,29.16,0.17,0.00
"02/13/2018 05:40:00","H Q",61844,28.12,-0.87,0.00
"02/13/2018 05:40:00","HUD VL",61758,31.56,2.58,0.00
"02/13/2018 05:40:00","LONGIL",61762,32.87,3.89,0.00
"02/13/2018 05:40:00","MHK VL",61756,30.06,1.07,0.00
"02/13/2018 05:40:00","MILLWD",61759,31.71,2.72,0.00
"02/13/2018 05:40:00","N.Y.C.",61761,31.86,2.87,0.00
"02/13/2018 05:40:00","NORTH",61755,28.41,-0.58,0.00
"02/13/2018 05:40:00","NPX",61845,33.53,2.72,-1.82
"02/13/2018 05:40:00","O H",61846,28.46,-0.52,0.00
"02/13/2018 05:40:00","PJM",61847,30.15,1.16,0.00
"02/13/2018 05:40:00","WEST",61752,29.13,0.15,0.00
"02/13/2018 05:45:00","CAPITL",61757,29.86,2.42,0.00
"02/13/2018 05:45:00","CENTRL",61754,28.05,0.60,0.00
"02/13/2018 05:45:00","DUNWOD",61760,29.94,2.50,0.00
"02/13/2018 05:45:00","GENESE",61753,27.64,0.19,0.00
"02/13/2018 05:45:00","H Q",61844,26.65,-0.80,0.00
"02/13/2018 05:45:00","HUD VL",61758,29.89,2.44,0.00
"02/13/2018 05:45:00","LONGIL",61762,31.07,3.62,0.00
"02/13/2018 05:45:00","MHK VL",61756,28.46,1.02,0.00
"02/13/2018 05:45:00","MILLWD",61759,30.00,2.55,0.00
"02/13/2018 05:45:00","N.Y.C.",61761,30.13,2.69,0.00
"02/13/2018 05:45:00","NORTH",61755,26.92,-0.52,0.00
"02/13/2018 05:45:00","NPX",61845,31.85,2.58,-1.82
"02/13/2018 05:45:00","O H",61846,26.98,-0.47,0.00
"02/13/2018 05:45:00","PJM",61847,28.51,1.07,0.00
"02/13/2018 05:45:00","WEST",61752,27.64,0.19,0.00
"02/13/2018 05:50:00","CAPITL",61757,26.32,2.04,0.00
"02/13/2018 05:50:00","CENTRL",61754,24.81,0.53,0.00
"02/13/2018 05:50:00","DUNWOD",61760,26.49,2.21,0.00
"02/13/2018 05:50:00","GENESE",61753,24.47,0.19,0.00
"02/13/2018 05:50:00","H Q",61844,23.57,-0.70,0.00
"02/13/2018 05:50:00","HUD VL",61758,26.44,2.16,0.00
"02/13/2018 05:50:00","LONGIL",61762,27.51,3.23,0.00
"02/13/2018 05:50:00","MHK VL",61756,25.20,0.92,0.00
"02/13/2018 05:50:00","MILLWD",61759,26.56,2.28,0.00
"02/13/2018 05:50:00","N.Y.C.",61761,26.68,2.40,0.00
"02/13/2018 05:50:00","NORTH",61755,23.84,-0.44,0.00
"02/13/2018 05:50:00","NPX",61845,27.71,2.19,-1.25
"02/13/2018 05:50:00","O H",61846,23.87,-0.41,0.00
"02/13/2018 05:50:00","PJM",61847,25.23,0.95,0.00
"02/13/2018 05:50:00","WEST",61752,24.45,0.17,0.00
"02/13/2018 05:55:00","CAPITL",61757,18.59,1.42,0.00
"02/13/2018 05:55:00","CENTRL",61754,17.55,0.38,0.00
"02/13/2018 05:55:00","DUNWOD",61760,18.70,1.53,0.00
"02/13/2018 05:55:00","GENESE",61753,17.27,0.10,0.00
"02/13/2018 05:55:00","H Q",61844,16.67,-0.50,0.00
"02/13/2018 05:55:00","HUD VL",61758,18.68,1.51,0.00
"02/13/2018 05:55:00","LONGIL",61762,19.39,2.22,0.00
"02/13/2018 05:55:00","MHK VL",61756,17.84,0.67,0.00
"02/13/2018 05:55:00","MILLWD",61759,18.75,1.58,0.00
"02/13/2018 05:55:00","N.Y.C.",61761,18.83,1.67,0.00
"02/13/2018 05:55:00","NORTH",61755,16.86,-0.31,0.00
"02/13/2018 05:55:00","NPX",61845,19.94,1.53,-1.25
"02/13/2018 05:55:00","O H",61846,16.86,-0.31,0.00
"02/13/2018 05:55:00","PJM",61847,17.79,0.62,0.00
"02/13/2018 05:55:00","WEST",61752,17.27,0.10,0.00
"02/13/2018 06:00:00","CAPITL",61757,19.55,1.43,0.00
"02/13/2018 06:00:00","CENTRL",61754,18.59,0.47,0.00
"02/13/2018 06:00:00","DUNWOD",61760,19.64,1.52,0.00
"02/13/2018 06:00:00","GENESE",61753,18.30,0.18,0.00
"02/13/2018 06:00:00","H Q",61844,17.61,-0.51,0.00
"02/13/2018 06:00:00","HUD VL",61758,19.64,1.52,0.00
"02/13/2018 06:00:00","LONGIL",61762,20.34,2.23,0.00
"02/13/2018 06:00:00","MHK VL",61756,18.82,0.71,0.00
"02/13/2018 06:00:00","MILLWD",61759,19.71,1.59,0.00
"02/13/2018 06:00:00","N.Y.C.",61761,19.78,1.67,0.00
"02/13/2018 06:00:00","NORTH",61755,17.77,-0.34,0.00
"02/13/2018 06:00:00","NPX",61845,20.88,1.52,-1.25
"02/13/2018 06:00:00","O H",61846,17.86,-0.25,0.00
"02/13/2018 06:00:00","PJM",61847,18.80,0.69,0.00
"02/13/2018 06:00:00","WEST",61752,18.30,0.18,0.00
"02/13/2018 06:05:00","CAPITL",61757,31.71,2.27,0.00
"02/13/2018 06:05:00","CENTRL",61754,30.21,0.76,0.00
"02/13/2018 06:05:00","DUNWOD",61760,31.98,2.53,0.00
"02/13/2018 06:05:00","GENESE",61753,29.68,0.23,0.00
"02/13/2018 06:05:00","H Q",61844,28.65,-0.79,0.00
"02/13/2018 06:05:00","HUD VL",61758,31.98,2.53,0.00
"02/13/2018 06:05:00","LONGIL",61762,33.21,3.77,0.00
"02/13/2018 06:05:00","MHK VL",61756,30.62,1.18,0.00
"02/13/2018 06:05:00","MILLWD",61759,32.06,2.62,0.00
"02/13/2018 06:05:00","N.Y.C.",61761,32.18,2.74,0.00
"02/13/2018 06:05:00","NORTH",61755,28.97,-0.47,0.00
"02/13/2018 06:05:00","NPX",61845,31.89,2.44,0.00
"02/13/2018 06:05:00","O H",61846,28.97,-0.47,0.00
"02/13/2018 06:05:00","PJM",61847,30.59,1.15,0.00
"02/13/2018 06:05:00","WEST",61752,29.65,0.21,0.00
"02/13/2018 06:10:00","CAPITL",61757,31.01,2.30,0.00
"02/13/2018 06:10:00","CENTRL",61754,29.43,0.72,0.00
"02/13/2018 06:10:00","DUNWOD",61760,31.26,2.55,0.00
"02/13/2018 06:10:00","GENESE",61753,28.91,0.20,0.00
"02/13/2018 06:10:00","H Q",61844,27.93,-0.77,0.00
"02/13/2018 06:10:00","HUD VL",61758,31.26,2.55,0.00
"02/13/2018 06:10:00","LONGIL",61762,32.56,3.85,0.00
"02/13/2018 06:10:00","MHK VL",61756,29.89,1.18,0.00
"02/13/2018 06:10:00","MILLWD",61759,31.35,2.64,0.00
"02/13/2018 06:10:00","N.Y.C.",61761,31.49,2.78,0.00
"02/13/2018 06:10:00","NORTH",61755,28.19,-0.52,0.00
"02/13/2018 06:10:00","NPX",61845,31.18,2.47,0.00
"02/13/2018 06:10:00","O H",61846,28.16,-0.55,0.00
"02/13/2018 06:10:00","PJM",61847,29.86,1.15,0.00
"02/13/2018 06:10:00","WEST",61752,28.82,0.12,0.00
"02/13/2018 06:15:00","CAPITL",61757,30.99,2.30,0.00
"02/13/2018 06:15:00","CENTRL",61754,29.44,0.74,0.00
"02/13/2018 06:15:00","DUNWOD",61760,31.28,2.58,0.00
"02/13/2018 06:15:00","GENESE",61753,28.87,0.17,0.00
"02/13/2018 06:15:00","H Q",61844,27.89,-0.80,0.00
"02/13/2018 06:15:00","HUD VL",61758,31.28,2.58,0.00
"02/13/2018 06:15:00","LONGIL",61762,40.77,4.10,-7.98
"02/13/2018 06:15:00","MHK VL",61756,29.90,1.20,0.00
"02/13/2018 06:15:00","MILLWD",61759,31.39,2.70,0.00
"02/13/2018 06:15:00","N.Y.C.",61761,31.51,2.81,0.00
"02/13/2018 06:15:00","NORTH",61755,28.23,-0.46,0.00
"02/13/2018 06:15:00","NPX",61845,31.16,2.47,0.00
"02/13/2018 06:15:00","O H",61846,28.12,-0.57,0.00
"02/13/2018 06:15:00","PJM",61847,29.87,1.18,0.00
"02/13/2018 06:15:00","WEST",61752,28.81,0.12,0.00
"02/13/2018 06:20:00","CAPITL",61757,35.04,2.62,0.00
"02/13/2018 06:20:00","CENTRL",61754,33.26,0.84,0.00
"02/13/2018 06:20:00","DUNWOD",61760,35.30,2.88,0.00
"02/13/2018 06:20:00","GENESE",61753,32.68,0.26,0.00
"02/13/2018 06:20:00","H Q",61844,31.54,-0.87,0.00
"02/13/2018 06:20:00","HUD VL",61758,35.30,2.88,0.00
"02/13/2018 06:20:00","LONGIL",61762,44.25,4.57,-7.26
"02/13/2018 06:20:00","MHK VL",61756,33.78,1.36,0.00
"02/13/2018 06:20:00","MILLWD",61759,35.40,2.98,0.00
"02/13/2018 06:20:00","N.Y.C.",61761,35.53,3.11,0.00
"02/13/2018 06:20:00","NORTH",61755,31.93,-0.49,0.00
"02/13/2018 06:20:00","NPX",61845,36.24,2.79,-1.03
"02/13/2018 06:20:00","O H",61846,31.80,-0.62,0.00
"02/13/2018 06:20:00","PJM",61847,33.72,1.30,0.00
"02/13/2018 06:20:00","WEST",61752,32.61,0.20,0.00
"02/13/2018 06:25:00","CAPITL",61757,39.60,3.07,0.00
"02/13/2018 06:25:00","CENTRL",61754,37.41,0.88,0.00
"02/13/2018 06:25:00","DUNWOD",61760,39.82,3.29,0.00
"02/13/2018 06:25:00","GENESE",61753,36.72,0.18,0.00
"02/13/2018 06:25:00","H Q",61844,35.55,-0.98,0.00
"02/13/2018 06:25:00","HUD VL",61758,39.82,3.29,0.00
"02/13/2018 06:25:00","LONGIL",61762,48.19,5.19,-6.47
"02/13/2018 06:25:00","MHK VL",61756,38.07,1.53,0.00
"02/13/2018 06:25:00","MILLWD",61759,39.93,3.40,0.00
"02/13/2018 06:25:00","N.Y.C.",61761,40.08,3.54,0.00
"02/13/2018 06:25:00","NORTH",61755,35.99,-0.55,0.00
"02/13/2018 06:25:00","NPX",61845,40.85,3.29,-1.03
"02/13/2018 06:25:00","O H",61846,35.62,-0.91,0.00
"02/13/2018 06:25:00","PJM",61847,37.89,1.35,0.00
"02/13/2018 06:25:00","WEST",61752,36.53,0.00,0.00
"02/13/2018 06:30:00","CAPITL",61757,35.08,2.63,0.00
"02/13/2018 06:30:00","CENTRL",61754,33.33,0.88,0.00
"02/13/2018 06:30:00","DUNWOD",61760,35.31,2.86,0.00
"02/13/2018 06:30:00","GENESE",61753,32.81,0.36,0.00
"02/13/2018 06:30:00","H Q",61844,31.58,-0.87,0.00
"02/13/2018 06:30:00","HUD VL",61758,35.31,2.86,0.00
"02/13/2018 06:30:00","LONGIL",61762,44.26,4.54,-7.27
"02/13/2018 06:30:00","MHK VL",61756,33.84,1.39,0.00
"02/13/2018 06:30:00","MILLWD",61759,35.40,2.95,0.00
"02/13/2018 06:30:00","N.Y.C.",61761,35.50,3.05,0.00
"02/13/2018 06:30:00","NORTH",61755,31.96,-0.49,0.00
"02/13/2018 06:30:00","NPX",61845,36.27,2.79,-1.03
"02/13/2018 06:30:00","O H",61846,31.93,-0.52,0.00
"02/13/2018 06:30:00","PJM",61847,33.68,1.23,0.00
"02/13/2018 06:30:00","WEST",61752,32.77,0.32,0.00
"02/13/2018 06:35:00","CAPITL",61757,35.01,2.56,0.00
"02/13/2018 06:35:00","CENTRL",61754,33.33,0.88,0.00
"02/13/2018 06:35:00","DUNWOD",61760,35.27,2.82,0.00
"02/13/2018 06:35:00","GENESE",61753,32.84,0.39,0.00
"02/13/2018 06:35:00","H Q",61844,31.58,-0.87,0.00
"02/13/2018 06:35:00","HUD VL",61758,35.31,2.86,0.00
"02/13/2018 06:35:00","LONGIL",61762,44.26,4.54,-7.27
"02/13/2018 06:35:00","MHK VL",61756,33.88,1.43,0.00
"02/13/2018 06:35:00","MILLWD",61759,35.40,2.95,0.00
"02/13/2018 06:35:00","N.Y.C.",61761,35.53,3.08,0.00
"02/13/2018 06:35:00","NORTH",61755,32.00,-0.45,0.00
"02/13/2018 06:35:00","NPX",61845,35.14,2.69,0.00
"02/13/2018 06:35:00","O H",61846,31.93,-0.52,0.00
"02/13/2018 06:35:00","PJM",61847,33.68,1.23,0.00
"02/13/2018 06:35:00","WEST",61752,32.81,0.36,0.00
"02/13/2018 06:40:00","CAPITL",61757,39.05,2.86,0.00
"02/13/2018 06:40:00","CENTRL",61754,37.17,0.98,0.00
"02/13/2018 06:40:00","DUNWOD",61760,39.38,3.19,0.00
"02/13/2018 06:40:00","GENESE",61753,36.59,0.40,0.00
"02/13/2018 06:40:00","H Q",61844,35.22,-0.98,0.00
"02/13/2018 06:40:00","HUD VL",61758,39.41,3.22,0.00
"02/13/2018 06:40:00","LONGIL",61762,47.84,5.10,-6.54
"02/13/2018 06:40:00","MHK VL",61756,37.78,1.59,0.00
"02/13/2018 06:40:00","MILLWD",61759,39.52,3.33,0.00
"02/13/2018 06:40:00","N.Y.C.",61761,39.67,3.47,0.00
"02/13/2018 06:40:00","NORTH",61755,35.69,-0.51,0.00
"02/13/2018 06:40:00","NPX",61845,39.20,3.00,0.00
"02/13/2018 06:40:00","O H",61846,35.50,-0.69,0.00
"02/13/2018 06:40:00","PJM",61847,37.57,1.38,0.00
"02/13/2018 06:40:00","WEST",61752,36.48,0.29,0.00
"02/13/2018 06:45:00","CAPITL",61757,34.49,2.58,0.00
"02/13/2018 06:45:00","CENTRL",61754,32.77,0.86,0.00
"02/13/2018 06:45:00","DUNWOD",61760,34.74,2.84,0.00
"02/13/2018 06:45:00","GENESE",61753,32.19,0.29,0.00
"02/13/2018 06:45:00","H Q",61844,31.01,-0.89,0.00
"02/13/2018 06:45:00","HUD VL",61758,34.74,2.84,0.00
"02/13/2018 06:45:00","LONGIL",61762,46.15,4.28,-9.97
"02/13/2018 06:45:00","MHK VL",61756,33.34,1.44,0.00
"02/13/2018 06:45:00","MILLWD",61759,34.87,2.97,0.00
"02/13/2018 06:45:00","N.Y.C.",61761,35.00,3.09,0.00
"02/13/2018 06:45:00","NORTH",61755,31.43,-0.48,0.00
"02/13/2018 06:45:00","NPX",61845,34.65,2.74,0.00
"02/13/2018 06:45:00","O H",61846,31.23,-0.67,0.00
"02/13/2018 06:45:00","PJM",61847,33.15,1.24,0.00
"02/13/2018 06:45:00","WEST",61752,32.07,0.16,0.00
"02/13/2018 06:50:00","CAPITL",61757,34.82,2.64,0.00
"02/13/2018 06:50:00","CENTRL",61754,32.96,0.77,0.00
"02/13/2018 06:50:00","DUNWOD",61760,35.08,2.90,0.00
"02/13/2018 06:50:00","GENESE",61753,32.35,0.16,0.00
"02/13/2018 06:50:00","H Q",61844,31.32,-0.87,0.00
"02/13/2018 06:50:00","HUD VL",61758,35.08,2.90,0.00
"02/13/2018 06:50:00","LONGIL",61762,43.40,4.34,-6.87
"02/13/2018 06:50:00","MHK VL",61756,33.60,1.41,0.00
"02/13/2018 06:50:00","MILLWD",61759,35.21,3.02,0.00
"02/13/2018 06:50:00","N.Y.C.",61761,35.31,3.12,0.00
"02/13/2018 06:50:00","NORTH",61755,31.73,-0.45,0.00
"02/13/2018 06:50:00","NPX",61845,34.98,2.80,0.00
"02/13/2018 06:50:00","O H",61846,31.28,-0.90,0.00
"02/13/2018 06:50:00","PJM",61847,33.31,1.13,0.00
"02/13/2018 06:50:00","WEST",61752,32.12,-0.06,0.00
"02/13/2018 06:55:00","CAPITL",61757,33.97,2.60,0.00
"02/13/2018 06:55:00","CENTRL",61754,32.09,0.72,0.00
"02/13/2018 06:55:00","DUNWOD",61760,34.25,2.88,0.00
"02/13/2018 06:55:00","GENESE",61753,31.46,0.09,0.00
"02/13/2018 06:55:00","H Q",61844,30.52,-0.85,0.00
"02/13/2018 06:55:00","HUD VL",61758,34.25,2.88,0.00
"02/13/2018 06:55:00","LONGIL",61762,42.69,4.30,-7.02
"02/13/2018 06:55:00","MHK VL",61756,32.75,1.38,0.00
"02/13/2018 06:55:00","MILLWD",61759,34.38,3.01,0.00
"02/13/2018 06:55:00","N.Y.C.",61761,34.50,3.14,0.00
"02/13/2018 06:55:00","NORTH",61755,30.93,-0.44,0.00
"02/13/2018 06:55:00","NPX",61845,34.13,2.76,0.00
"02/13/2018 06:55:00","O H",61846,30.36,-1.01,0.00
"02/13/2018 06:55:00","PJM",61847,32.44,1.07,0.00
"02/13/2018 06:55:00","WEST",61752,31.15,-0.22,0.00
"02/13/2018 07:00:00","CAPITL",61757,22.83,1.69,0.00
"02/13/2018 07:00:00","CENTRL",61754,21.63,0.49,0.00
"02/13/2018 07:00:00","DUNWOD",61760,23.11,1.97,0.00
"02/13/2018 07:00:00","GENESE",61753,21.12,-0.02,0.00
"02/13/2018 07:00:00","H Q",61844,20.57,-0.57,0.00
"02/13/2018 07:00:00","HUD VL",61758,23.08,1.94,0.00
"02/13/2018 07:00:00","LONGIL",61762,24.01,2.87,0.00
"02/13/2018 07:00:00","MHK VL",61756,22.09,0.95,0.00
"02/13/2018 07:00:00","MILLWD",61759,23.19,2.05,0.00
"02/13/2018 07:00:00","N.Y.C.",61761,23.30,2.16,0.00
"02/13/2018 07:00:00","NORTH",61755,20.82,-0.32,0.00
"02/13/2018 07:00:00","NPX",61845,22.96,1.82,0.00
"02/13/2018 07:00:00","O H",61846,20.38,-0.76,0.00
"02/13/2018 07:00:00","PJM",61847,21.86,0.72,0.00
"02/13/2018 07:00:00","WEST",61752,20.89,-0.25,0.00
"02/13/2018 07:05:00","CAPITL",61757,30.92,2.29,0.00
"02/13/2018 07:05:00","CENTRL",61754,29.25,0.63,0.00
"02/13/2018 07:05:00","DUNWOD",61760,31.32,2.69,0.00
"02/13/2018 07:05:00","GENESE",61753,28.54,-0.09,0.00
"02/13/2018 07:05:00","H Q",61844,27.85,-0.77,0.00
"02/13/2018 07:05:00","HUD VL",61758,31.29,2.66,0.00
"02/13/2018 07:05:00","LONGIL",61762,32.55,3.92,0.00
"02/13/2018 07:05:00","MHK VL",61756,29.88,1.26,0.00
"02/13/2018 07:05:00","MILLWD",61759,31.40,2.78,0.00
"02/13/2018 07:05:00","N.Y.C.",61761,31.57,2.95,0.00
"02/13/2018 07:05:00","NORTH",61755,28.25,-0.37,0.00
"02/13/2018 07:05:00","NPX",61845,35.54,2.49,-4.42
"02/13/2018 07:05:00","O H",61846,27.51,-1.12,0.00
"02/13/2018 07:05:00","PJM",61847,29.57,0.94,0.00
"02/13/2018 07:05:00","WEST",61752,28.20,-0.43,0.00
"02/13/2018 07:10:00","CAPITL",61757,21.63,1.60,0.00
"02/13/2018 07:10:00","CENTRL",61754,20.43,0.40,0.00
"02/13/2018 07:10:00","DUNWOD",61760,21.91,1.88,0.00
"02/13/2018 07:10:00","GENESE",61753,19.91,-0.12,0.00
"02/13/2018 07:10:00","H Q",61844,19.49,-0.54,0.00
"02/13/2018 07:10:00","HUD VL",61758,21.89,1.86,0.00
"02/13/2018 07:10:00","LONGIL",61762,22.80,2.77,0.00
"02/13/2018 07:10:00","MHK VL",61756,20.91,0.88,0.00
"02/13/2018 07:10:00","MILLWD",61759,21.99,1.96,0.00
"02/13/2018 07:10:00","N.Y.C.",61761,22.11,2.08,0.00
"02/13/2018 07:10:00","NORTH",61755,19.75,-0.28,0.00
"02/13/2018 07:10:00","NPX",61845,26.18,1.72,-4.42
"02/13/2018 07:10:00","O H",61846,19.13,-0.90,0.00
"02/13/2018 07:10:00","PJM",61847,20.65,0.62,0.00
"02/13/2018 07:10:00","WEST",61752,19.61,-0.42,0.00
"02/13/2018 07:15:00","CAPITL",61757,24.23,1.80,0.00
"02/13/2018 07:15:00","CENTRL",61754,22.84,0.40,0.00
"02/13/2018 07:15:00","DUNWOD",61760,24.61,2.18,0.00
"02/13/2018 07:15:00","GENESE",61753,22.28,-0.16,0.00
"02/13/2018 07:15:00","H Q",61844,21.83,-0.60,0.00
"02/13/2018 07:15:00","HUD VL",61758,24.59,2.15,0.00
"02/13/2018 07:15:00","LONGIL",61762,25.58,3.14,0.00
"02/13/2018 07:15:00","MHK VL",61756,23.42,0.99,0.00
"02/13/2018 07:15:00","MILLWD",61759,24.68,2.24,0.00
"02/13/2018 07:15:00","N.Y.C.",61761,24.81,2.38,0.00
"02/13/2018 07:15:00","NORTH",61755,22.14,-0.29,0.00
"02/13/2018 07:15:00","NPX",61845,28.81,1.95,-4.42
"02/13/2018 07:15:00","O H",61846,21.40,-1.03,0.00
"02/13/2018 07:15:00","PJM",61847,23.11,0.67,0.00
"02/13/2018 07:15:00","WEST",61752,21.96,-0.47,0.00
"02/13/2018 07:20:00","CAPITL",61757,28.77,2.18,0.00
"02/13/2018 07:20:00","CENTRL",61754,27.04,0.45,0.00
"02/13/2018 07:20:00","DUNWOD",61760,29.23,2.63,0.00
"02/13/2018 07:20:00","GENESE",61753,26.27,-0.32,0.00
"02/13/2018 07:20:00","H Q",61844,25.88,-0.72,0.00
"02/13/2018 07:20:00","HUD VL",61758,29.17,2.58,0.00
"02/13/2018 07:20:00","LONGIL",61762,30.42,3.83,0.00
"02/13/2018 07:20:00","MHK VL",61756,27.76,1.17,0.00
"02/13/2018 07:20:00","MILLWD",61759,29.31,2.71,0.00
"02/13/2018 07:20:00","N.Y.C.",61761,37.84,2.90,-8.35
"02/13/2018 07:20:00","NORTH",61755,26.22,-0.37,0.00
"02/13/2018 07:20:00","NPX",61845,32.31,2.39,-3.32
"02/13/2018 07:20:00","O H",61846,25.21,-1.38,0.00
"02/13/2018 07:20:00","PJM",61847,27.39,0.80,0.00
"02/13/2018 07:20:00","WEST",61752,25.88,-0.72,0.00
"02/13/2018 07:25:00","CAPITL",61757,30.21,2.31,0.00
"02/13/2018 07:25:00","CENTRL",61754,28.40,0.50,0.00
"02/13/2018 07:25:00","DUNWOD",61760,30.63,2.74,0.00
"02/13/2018 07:25:00","GENESE",61753,27.59,-0.31,0.00
"02/13/2018 07:25:00","H Q",61844,27.15,-0.75,0.00
"02/13/2018 07:25:00","HUD VL",61758,30.60,2.71,0.00
"02/13/2018 07:25:00","LONGIL",61762,31.92,4.02,0.00
"02/13/2018 07:25:00","MHK VL",61756,29.12,1.23,0.00
"02/13/2018 07:25:00","MILLWD",61759,30.74,2.85,0.00
"02/13/2018 07:25:00","N.Y.C.",61761,39.05,3.01,-8.14
"02/13/2018 07:25:00","NORTH",61755,27.48,-0.42,0.00
"02/13/2018 07:25:00","NPX",61845,33.76,2.54,-3.32
"02/13/2018 07:25:00","O H",61846,26.50,-1.39,0.00
"02/13/2018 07:25:00","PJM",61847,28.73,0.84,0.00
"02/13/2018 07:25:00","WEST",61752,27.23,-0.67,0.00
"02/13/2018 07:30:00","CAPITL",61757,30.00,2.22,0.00
"02/13/2018 07:30:00","CENTRL",61754,28.30,0.53,0.00
"02/13/2018 07:30:00","DUNWOD",61760,30.50,2.72,0.00
"02/13/2018 07:30:00","GENESE",61753,27.59,-0.19,0.00
"02/13/2018 07:30:00","H Q",61844,27.00,-0.78,0.00
"02/13/2018 07:30:00","HUD VL",61758,30.42,2.64,0.00
"02/13/2018 07:30:00","LONGIL",61762,31.72,3.94,0.00
"02/13/2018 07:30:00","MHK VL",61756,28.94,1.17,0.00
"02/13/2018 07:30:00","MILLWD",61759,30.58,2.80,0.00
"02/13/2018 07:30:00","N.Y.C.",61761,38.94,3.00,-8.16
"02/13/2018 07:30:00","NORTH",61755,27.36,-0.42,0.00
"02/13/2018 07:30:00","NPX",61845,33.55,2.45,-3.32
"02/13/2018 07:30:00","O H",61846,26.50,-1.28,0.00
"02/13/2018 07:30:00","PJM",61847,28.69,0.92,0.00
"02/13/2018 07:30:00","WEST",61752,27.19,-0.58,0.00
"02/13/2018 07:35:00","CAPITL",61757,30.19,2.26,0.00
"02/13/2018 07:35:00","CENTRL",61754,28.40,0.47,0.00
"02/13/2018 07:35:00","DUNWOD",61760,30.69,2.77,0.00
"02/13/2018 07:35:00","GENESE",61753,27.65,-0.28,0.00
"02/13/2018 07:35:00","H Q",61844,27.14,-0.78,0.00
"02/13/2018 07:35:00","HUD VL",61758,30.61,2.68,0.00
"02/13/2018 07:35:00","LONGIL",61762,31.95,4.02,0.00
"02/13/2018 07:35:00","MHK VL",61756,29.10,1.17,0.00
"02/13/2018 07:35:00","MILLWD",61759,30.78,2.85,0.00
"02/13/2018 07:35:00","N.Y.C.",61761,39.13,3.07,-8.13
"02/13/2018 07:35:00","NORTH",61755,27.51,-0.42,0.00
"02/13/2018 07:35:00","NPX",61845,33.66,2.51,-3.21
"02/13/2018 07:35:00","O H",61846,26.53,-1.40,0.00
"02/13/2018 07:35:00","PJM",61847,28.79,0.87,0.00
"02/13/2018 07:35:00","WEST",61752,27.20,-0.73,0.00
"02/13/2018 07:40:00","CAPITL",61757,30.84,2.31,0.00
